date,order_id,product_id,product_name,category,region,channel,units,list_price,discount_pct,net_unit_price,revenue,gross_margin
2026-01-01,O0000103,P011,Home Product 5,Home,North,Retail,4,3253.34,0.063,3048.47,12193.86,2482.8
2026-01-01,O0000104,P011,Home Product 5,Home,North,Online,1,3253.34,0.063,3048.47,3048.47,620.7
2026-01-01,O0000105,P011,Home Product 5,Home,North,Online,1,3253.34,0.063,3048.47,3048.47,620.7
2026-01-01,O0000106,P011,Home Product 5,Home,North,Online,1,3253.34,0.063,3048.47,3048.47,620.7
2026-01-01,O0000107,P011,Home Product 5,Home,North,Online,1,3253.34,0.063,3048.47,3048.47,620.7
2026-01-01,O0000108,P011,Home Product 5,Home,North,Online,1,3253.34,0.063,3048.47,3048.47,620.7
2026-01-01,O0000109,P011,Home Product 5,Home,North,Retail,2,3253.34,0.063,3048.47,6096.93,1241.4
2026-01-01,O0000110,P011,Home Product 5,Home,North,Retail,2,3253.34,0.063,3048.47,6096.93,1241.4
2026-01-01,O0000111,P011,Home Product 5,Home,North,Online,1,3253.34,0.063,3048.47,3048.47,620.7
2026-01-01,O0000112,P011,Home Product 5,Home,North,Online,1,3253.34,0.063,3048.47,3048.47,620.7
2026-01-01,O0000113,P011,Home Product 5,Home,North,Online,3,3253.34,0.063,3048.47,9145.4,1862.1
2026-01-01,O0000114,P011,Home Product 5,Home,North,Online,2,3253.34,0.063,3048.47,6096.93,1241.4
2026-01-01,O0000115,P011,Home Product 5,Home,North,Online,1,3253.34,0.063,3048.47,3048.47,620.7
2026-01-01,O0000116,P011,Home Product 5,Home,North,Marketplace,1,3253.34,0.063,3048.47,3048.47,620.7
2026-01-01,O0000117,P012,Home Product 6,Home,North,Online,1,1814.65,0.0104,1795.84,1795.84,477.79
2026-01-01,O0000118,P012,Home Product 6,Home,North,Marketplace,1,1814.65,0.0104,1795.84,1795.84,477.79
2026-01-01,O0000119,P012,Home Product 6,Home,North,Retail,1,1814.65,0.0104,1795.84,1795.84,477.79
2026-01-01,O0000120,P012,Home Product 6,Home,North,Marketplace,3,1814.65,0.0104,1795.84,5387.53,1433.38
2026-01-01,O0000121,P012,Home Product 6,Home,North,Online,1,1814.65,0.0104,1795.84,1795.84,477.79
2026-01-01,O0000122,P012,Home Product 6,Home,North,Retail,1,1814.65,0.0104,1795.84,1795.84,477.79
2026-01-01,O0000123,P012,Home Product 6,Home,North,Online,1,1814.65,0.0104,1795.84,1795.84,477.79
2026-01-01,O0000124,P012,Home Product 6,Home,North,Marketplace,1,1814.65,0.0104,1795.84,1795.84,477.79
2026-01-01,O0000125,P012,Home Product 6,Home,North,Online,5,1814.65,0.0104,1795.84,8979.22,2388.97
2026-01-01,O0000126,P012,Home Product 6,Home,North,Marketplace,1,1814.65,0.0104,1795.84,1795.84,477.79
2026-01-01,O0000127,P012,Home Product 6,Home,North,Online,1,1814.65,0.0104,1795.84,1795.84,477.79
2026-01-01,O0000128,P012,Home Product 6,Home,North,Marketplace,2,1814.65,0.0104,1795.84,3591.69,955.59
2026-01-01,O0000129,P012,Home Product 6,Home,North,Retail,1,1814.65,0.0104,1795.84,1795.84,477.79
2026-01-01,O0000130,P012,Home Product 6,Home,North,Retail,1,1814.65,0.0104,1795.84,1795.84,477.79
2026-01-01,O0000131,P013,Fashion Product 1,Fashion,North,Online,2,2552.31,0.0067,2535.19,5070.37,1857.13
2026-01-01,O0000132,P013,Fashion Product 1,Fashion,North,Marketplace,3,2552.31,0.0067,2535.19,7605.56,2785.7
2026-01-01,O0000133,P013,Fashion Product 1,Fashion,North,Retail,1,2552.31,0.0067,2535.19,2535.19,928.57
2026-01-01,O0000134,P013,Fashion Product 1,Fashion,North,Online,1,2552.31,0.0067,2535.19,2535.19,928.57
2026-01-01,O0000135,P013,Fashion Product 1,Fashion,North,Online,4,2552.31,0.0067,2535.19,10140.74,3714.27
2026-01-01,O0000136,P013,Fashion Product 1,Fashion,North,Retail,3,2552.31,0.0067,2535.19,7605.56,2785.7
2026-01-01,O0000137,P014,Fashion Product 2,Fashion,North,Marketplace,1,1398.53,0.0473,1332.31,1332.31,390.31
2026-01-01,O0000138,P014,Fashion Product 2,Fashion,North,Marketplace,1,1398.53,0.0473,1332.31,1332.31,390.31
2026-01-01,O0000139,P014,Fashion Product 2,Fashion,North,Online,3,1398.53,0.0473,1332.31,3996.94,1170.94
2026-01-01,O0000140,P014,Fashion Product 2,Fashion,North,Online,1,1398.53,0.0473,1332.31,1332.31,390.31
2026-01-01,O0000141,P014,Fashion Product 2,Fashion,North,Marketplace,1,1398.53,0.0473,1332.31,1332.31,390.31
2026-01-01,O0000142,P014,Fashion Product 2,Fashion,North,Online,3,1398.53,0.0473,1332.31,3996.94,1170.94
2026-01-01,O0000143,P014,Fashion Product 2,Fashion,North,Online,1,1398.53,0.0473,1332.31,1332.31,390.31
2026-01-01,O0000144,P014,Fashion Product 2,Fashion,North,Online,1,1398.53,0.0473,1332.31,1332.31,390.31
2026-01-01,O0000145,P014,Fashion Product 2,Fashion,North,Online,1,1398.53,0.0473,1332.31,1332.31,390.31
2026-01-01,O0000146,P014,Fashion Product 2,Fashion,North,Retail,1,1398.53,0.0473,1332.31,1332.31,390.31
2026-01-01,O0000147,P014,Fashion Product 2,Fashion,North,Online,2,1398.53,0.0473,1332.31,2664.63,780.62
2026-01-01,O0000148,P014,Fashion Product 2,Fashion,North,Retail,1,1398.53,0.0473,1332.31,1332.31,390.31
2026-01-01,O0000149,P014,Fashion Product 2,Fashion,North,Online,2,1398.53,0.0473,1332.31,2664.63,780.62
2026-01-01,O0000150,P014,Fashion Product 2,Fashion,North,Online,1,1398.53,0.0473,1332.31,1332.31,390.31
2026-01-01,O0000151,P014,Fashion Product 2,Fashion,North,Marketplace,1,1398.53,0.0473,1332.31,1332.31,390.31
2026-01-01,O0000152,P014,Fashion Product 2,Fashion,North,Online,1,1398.53,0.0473,1332.31,1332.31,390.31
2026-01-01,O0000153,P015,Fashion Product 3,Fashion,North,Online,1,3165.87,0.0076,3141.96,3141.96,596.94
2026-01-01,O0000154,P015,Fashion Product 3,Fashion,North,Retail,1,3165.87,0.0076,3141.96,3141.96,596.94
2026-01-01,O0000155,P015,Fashion Product 3,Fashion,North,Online,1,3165.87,0.0076,3141.96,3141.96,596.94
2026-01-01,O0000156,P015,Fashion Product 3,Fashion,North,Online,1,3165.87,0.0076,3141.96,3141.96,596.94
2026-01-01,O0000157,P015,Fashion Product 3,Fashion,North,Retail,1,3165.87,0.0076,3141.96,3141.96,596.94
2026-01-01,O0000158,P015,Fashion Product 3,Fashion,North,Marketplace,1,3165.87,0.0076,3141.96,3141.96,596.94
2026-01-01,O0000159,P015,Fashion Product 3,Fashion,North,Retail,1,3165.87,0.0076,3141.96,3141.96,596.94
2026-01-01,O0000160,P015,Fashion Product 3,Fashion,North,Retail,1,3165.87,0.0076,3141.96,3141.96,596.94
2026-01-01,O0000161,P015,Fashion Product 3,Fashion,North,Retail,1,3165.87,0.0076,3141.96,3141.96,596.94
2026-01-01,O0000162,P015,Fashion Product 3,Fashion,North,Retail,1,3165.87,0.0076,3141.96,3141.96,596.94
2026-01-01,O0000163,P015,Fashion Product 3,Fashion,North,Retail,2,3165.87,0.0076,3141.96,6283.92,1193.88
2026-01-01,O0000164,P015,Fashion Product 3,Fashion,North,Marketplace,3,3165.87,0.0076,3141.96,9425.89,1790.83
2026-01-01,O0000165,P015,Fashion Product 3,Fashion,North,Retail,1,3165.87,0.0076,3141.96,3141.96,596.94
2026-01-01,O0000166,P015,Fashion Product 3,Fashion,North,Online,1,3165.87,0.0076,3141.96,3141.96,596.94
2026-01-01,O0000167,P015,Fashion Product 3,Fashion,North,Retail,2,3165.87,0.0076,3141.96,6283.92,1193.88
2026-01-01,O0000168,P016,Fashion Product 4,Fashion,North,Online,3,3233.95,0.0713,3003.21,9009.63,1891.68
2026-01-01,O0000169,P016,Fashion Product 4,Fashion,North,Retail,1,3233.95,0.0713,3003.21,3003.21,630.56
2026-01-01,O0000170,P016,Fashion Product 4,Fashion,North,Marketplace,4,3233.95,0.0713,3003.21,12012.85,2522.24
2026-01-01,O0000171,P016,Fashion Product 4,Fashion,North,Online,1,3233.95,0.0713,3003.21,3003.21,630.56
2026-01-01,O0000172,P016,Fashion Product 4,Fashion,North,Retail,1,3233.95,0.0713,3003.21,3003.21,630.56
2026-01-01,O0000173,P016,Fashion Product 4,Fashion,North,Online,4,3233.95,0.0713,3003.21,12012.85,2522.24
2026-01-01,O0000174,P016,Fashion Product 4,Fashion,North,Online,3,3233.95,0.0713,3003.21,9009.63,1891.68
2026-01-01,O0000175,P016,Fashion Product 4,Fashion,North,Online,1,3233.95,0.0713,3003.21,3003.21,630.56
2026-01-01,O0000176,P016,Fashion Product 4,Fashion,North,Retail,2,3233.95,0.0713,3003.21,6006.42,1261.12
2026-01-01,O0000177,P016,Fashion Product 4,Fashion,North,Marketplace,2,3233.95,0.0713,3003.21,6006.42,1261.12
2026-01-01,O0000178,P017,Fashion Product 5,Fashion,North,Online,3,792.73,0.0706,736.77,2210.31,857.25
2026-01-01,O0000179,P017,Fashion Product 5,Fashion,North,Retail,1,792.73,0.0706,736.77,736.77,285.75
2026-01-01,O0000180,P017,Fashion Product 5,Fashion,North,Online,1,792.73,0.0706,736.77,736.77,285.75
2026-01-01,O0000181,P017,Fashion Product 5,Fashion,North,Online,2,792.73,0.0706,736.77,1473.54,571.5
2026-01-01,O0000182,P017,Fashion Product 5,Fashion,North,Marketplace,1,792.73,0.0706,736.77,736.77,285.75
2026-01-01,O0000183,P017,Fashion Product 5,Fashion,North,Retail,1,792.73,0.0706,736.77,736.77,285.75
2026-01-01,O0000184,P017,Fashion Product 5,Fashion,North,Retail,2,792.73,0.0706,736.77,1473.54,571.5
2026-01-01,O0000185,P017,Fashion Product 5,Fashion,North,Online,1,792.73,0.0706,736.77,736.77,285.75
2026-01-01,O0000186,P017,Fashion Product 5,Fashion,North,Retail,1,792.73,0.0706,736.77,736.77,285.75
2026-01-01,O0000187,P017,Fashion Product 5,Fashion,North,Online,3,792.73,0.0706,736.77,2210.31,857.25
2026-01-01,O0000188,P017,Fashion Product 5,Fashion,North,Online,3,792.73,0.0706,736.77,2210.31,857.25
2026-01-01,O0000189,P017,Fashion Product 5,Fashion,North,Marketplace,2,792.73,0.0706,736.77,1473.54,571.5
2026-01-01,O0000190,P017,Fashion Product 5,Fashion,North,Retail,2,792.73,0.0706,736.77,1473.54,571.5
2026-01-01,O0000191,P018,Fashion Product 6,Fashion,North,Marketplace,1,4845.34,0.0612,4548.61,4548.61,1628.25
2026-01-01,O0000192,P018,Fashion Product 6,Fashion,North,Marketplace,3,4845.34,0.0612,4548.61,13645.82,4884.75
2026-01-01,O0000193,P018,Fashion Product 6,Fashion,North,Marketplace,2,4845.34,0.0612,4548.61,9097.21,3256.5
2026-01-01,O0000194,P018,Fashion Product 6,Fashion,North,Online,1,4845.34,0.0612,4548.61,4548.61,1628.25
2026-01-01,O0000195,P018,Fashion Product 6,Fashion,North,Online,4,4845.34,0.0612,4548.61,18194.42,6513.01
2026-01-01,O0000196,P018,Fashion Product 6,Fashion,North,Online,1,4845.34,0.0612,4548.61,4548.61,1628.25
2026-01-01,O0000197,P018,Fashion Product 6,Fashion,North,Marketplace,4,4845.34,0.0612,4548.61,18194.42,6513.01
2026-01-01,O0000198,P018,Fashion Product 6,Fashion,North,Retail,2,4845.34,0.0612,4548.61,9097.21,3256.5
2026-01-01,O0000199,P018,Fashion Product 6,Fashion,North,Online,1,4845.34,0.0612,4548.61,4548.61,1628.25
2026-01-01,O0000200,P019,Beauty Product 1,Beauty,North,Online,1,1870.76,0.0583,1761.72,1761.72,343.04
2026-01-01,O0000201,P019,Beauty Product 1,Beauty,North,Online,1,1870.76,0.0583,1761.72,1761.72,343.04
2026-01-01,O0000202,P019,Beauty Product 1,Beauty,North,Retail,1,1870.76,0.0583,1761.72,1761.72,343.04
2026-01-01,O0000203,P019,Beauty Product 1,Beauty,North,Retail,1,1870.76,0.0583,1761.72,1761.72,343.04
2026-01-01,O0000204,P019,Beauty Product 1,Beauty,North,Online,1,1870.76,0.0583,1761.72,1761.72,343.04
2026-01-01,O0000205,P019,Beauty Product 1,Beauty,North,Retail,1,1870.76,0.0583,1761.72,1761.72,343.04
2026-01-01,O0000206,P019,Beauty Product 1,Beauty,North,Online,1,1870.76,0.0583,1761.72,1761.72,343.04
2026-01-01,O0000207,P019,Beauty Product 1,Beauty,North,Online,4,1870.76,0.0583,1761.72,7046.88,1372.15
2026-01-01,O0000208,P019,Beauty Product 1,Beauty,North,Retail,6,1870.76,0.0583,1761.72,10570.33,2058.23
2026-01-01,O0000209,P019,Beauty Product 1,Beauty,North,Retail,1,1870.76,0.0583,1761.72,1761.72,343.04
2026-01-01,O0000210,P020,Beauty Product 2,Beauty,North,Online,2,3579.05,0.0042,3564.03,7128.07,2032.64
2026-01-01,O0000211,P020,Beauty Product 2,Beauty,North,Marketplace,1,3579.05,0.0042,3564.03,3564.03,1016.32
2026-01-01,O0000212,P020,Beauty Product 2,Beauty,North,Online,4,3579.05,0.0042,3564.03,14256.14,4065.28
2026-01-01,O0000213,P020,Beauty Product 2,Beauty,North,Marketplace,1,3579.05,0.0042,3564.03,3564.03,1016.32
2026-01-01,O0000214,P020,Beauty Product 2,Beauty,North,Online,3,3579.05,0.0042,3564.03,10692.1,3048.96
2026-01-01,O0000215,P020,Beauty Product 2,Beauty,North,Marketplace,2,3579.05,0.0042,3564.03,7128.07,2032.64
2026-01-01,O0000216,P020,Beauty Product 2,Beauty,North,Retail,1,3579.05,0.0042,3564.03,3564.03,1016.32
2026-01-01,O0000217,P020,Beauty Product 2,Beauty,North,Marketplace,1,3579.05,0.0042,3564.03,3564.03,1016.32
2026-01-01,O0000218,P020,Beauty Product 2,Beauty,North,Online,1,3579.05,0.0042,3564.03,3564.03,1016.32
2026-01-01,O0000219,P020,Beauty Product 2,Beauty,North,Retail,1,3579.05,0.0042,3564.03,3564.03,1016.32
2026-01-01,O0000220,P020,Beauty Product 2,Beauty,North,Online,2,3579.05,0.0042,3564.03,7128.07,2032.64
2026-01-01,O0000221,P020,Beauty Product 2,Beauty,North,Retail,1,3579.05,0.0042,3564.03,3564.03,1016.32
2026-01-01,O0000222,P021,Beauty Product 3,Beauty,North,Marketplace,1,1049.17,0.0006,1048.57,1048.57,313.4
2026-01-01,O0000223,P021,Beauty Product 3,Beauty,North,Marketplace,1,1049.17,0.0006,1048.57,1048.57,313.4
2026-01-01,O0000224,P021,Beauty Product 3,Beauty,North,Retail,1,1049.17,0.0006,1048.57,1048.57,313.4
2026-01-01,O0000225,P021,Beauty Product 3,Beauty,North,Online,4,1049.17,0.0006,1048.57,4194.3,1253.6
2026-01-01,O0000226,P021,Beauty Product 3,Beauty,North,Marketplace,2,1049.17,0.0006,1048.57,2097.15,626.8
2026-01-01,O0000227,P021,Beauty Product 3,Beauty,North,Marketplace,2,1049.17,0.0006,1048.57,2097.15,626.8
2026-01-01,O0000228,P021,Beauty Product 3,Beauty,North,Online,1,1049.17,0.0006,1048.57,1048.57,313.4
2026-01-01,O0000229,P021,Beauty Product 3,Beauty,North,Online,2,1049.17,0.0006,1048.57,2097.15,626.8
2026-01-01,O0000230,P021,Beauty Product 3,Beauty,North,Retail,1,1049.17,0.0006,1048.57,1048.57,313.4
2026-01-01,O0000231,P021,Beauty Product 3,Beauty,North,Marketplace,1,1049.17,0.0006,1048.57,1048.57,313.4
2026-01-01,O0000232,P021,Beauty Product 3,Beauty,North,Retail,1,1049.17,0.0006,1048.57,1048.57,313.4
