date,revenue,units_sold,average_selling_price,marketing_spend,conversion_rate,stockout_rate,revenue_dod_pct,revenue_wow_pct,revenue_rolling_7d,revenue_rolling_28d,revenue_rolling_28d_std,revenue_zscore,units_sold_dod_pct,units_sold_wow_pct,units_sold_rolling_7d,units_sold_rolling_28d,units_sold_rolling_28d_std,units_sold_zscore,average_selling_price_dod_pct,average_selling_price_wow_pct,average_selling_price_rolling_7d,average_selling_price_rolling_28d,average_selling_price_rolling_28d_std,average_selling_price_zscore,marketing_spend_dod_pct,marketing_spend_wow_pct,marketing_spend_rolling_7d,marketing_spend_rolling_28d,marketing_spend_rolling_28d_std,marketing_spend_zscore,conversion_rate_dod_pct,conversion_rate_wow_pct,conversion_rate_rolling_7d,conversion_rate_rolling_28d,conversion_rate_rolling_28d_std,conversion_rate_zscore,stockout_rate_dod_pct,stockout_rate_wow_pct,stockout_rate_rolling_7d,stockout_rate_rolling_28d,stockout_rate_rolling_28d_std,stockout_rate_zscore,revenue_materiality,units_sold_materiality,average_selling_price_materiality,marketing_spend_materiality,conversion_rate_materiality,stockout_rate_materiality
2026-01-12,3336156.75,1562,2135.8237836107555,144948.22,0.07262000554584938,0.0,-0.04303695199422497,0.08562267196374451,3371841.63,,,,-0.03876923076923078,0.03034300791556732,1580.2857142857142,,,,-0.004439850826258418,0.05365170979323719,2133.6718000010706,,,,-0.04969123600662173,0.017661898867387116,145027.75,,,,0.0367899075298701,-0.07859350195088921,0.07245716140309612,,,,,,0.0,,,,medium,low,medium,low,medium,insufficient_history
2026-01-13,3185512.82,1528,2084.7596989528793,149082.68,0.07379647295155609,0.0,-0.04515493164402429,-0.03486827088052813,3355400.7471428574,,,,-0.0217669654289373,-0.0019595035924232507,1579.857142857143,,,,-0.02390837907589405,-0.03297337874220463,2123.516728534882,,,,0.028523703154133218,0.01291160514387868,145299.23,,,,0.016200321066678125,-0.003964486966175351,0.07241520002559534,,,,,,0.0,,,,low,low,low,low,low,insufficient_history
2026-01-14,3279790.74,1524,2152.093661417323,143846.23,0.07508548641245982,0.0,0.02959583757066797,-0.0033814931741740217,3353811.0014285715,,,,-0.002617801047120394,-0.023076923076923106,1574.7142857142858,,,,0.03229818885038105,0.020160676278404566,2129.592475037723,,,,-0.03512446918716505,0.026939136430423005,145838.29285714286,,,,0.01746714184768572,0.02054803996663357,0.07263117076110717,,,,,,0.0,,,,low,low,low,low,low,insufficient_history
2026-01-15,3223601.87,1566,2058.494169859515,137350.31,0.06839327975963552,0.0,-0.017131846039665333,-0.02769434424581818,3340694.0885714283,,,,0.027559055118110187,0.007722007722007707,1576.4285714285713,,,,-0.04349229461331405,-0.035144962297574245,2118.8809177626435,,,,-0.04515877823144909,0.01899117801197825,146203.98285714287,,,,-0.08912783245569789,-0.06271710110479689,0.07197739220203579,,,,,,0.0,,,,low,low,low,low,medium,insufficient_history
2026-01-16,3397803.89,1541,2204.934386761843,141723.67,0.07857592762253779,0.0,0.05403955793089299,0.010101896268082333,3345548.5157142854,,,,-0.015964240102171123,-0.033249686323713945,1568.857142857143,,,,0.07113948586617691,0.0448425844590028,2132.399694649037,,,,0.03184091830589986,0.015085431996050946,146504.86714285714,,,,0.1488837485011485,0.06877256311286528,0.07269969848229993,,,,,,0.0,,,,low,low,low,low,medium,insufficient_history
2026-01-17,3460616.05,1657,2088.4828304164153,156303.82,0.07831853456265833,0.0,0.018486105153055155,-0.014008184531772105,3338524.8485714286,,,,0.07527579493835179,0.012836185819070867,1571.857142857143,,,,-0.052814068774376555,-0.02650415805309525,2124.2767633323465,,,,0.10287731047326099,0.0015914854885565877,146540.34714285715,,,,-0.003275724101100219,0.11273853366809838,0.07383326175608333,,,,,,0.0,,,,low,low,low,low,high,insufficient_history
2026-01-18,3253640.79,1538,2115.5011638491546,147159.21,0.07369232234241034,0.0,-0.0598087904030844,-0.0667063208243085,3305303.272857143,,,,-0.07181653590826798,-0.053538461538461535,1559.4285714285713,,,,0.012936823343360881,-0.013912725188232389,2120.012813552555,,,,-0.058505351948532125,-0.03519555489993609,145773.44857142857,,,,-0.059069187722694316,0.05209928714217593,0.07435457559958676,,,,,,0.0,,,,medium,low,low,low,medium,insufficient_history
2026-01-19,3584436.03,1683,2129.789679144385,137939.45,0.0738561569373869,0.0,0.10166925648851355,0.0744207477661234,3340771.7414285718,,,,0.09427828348504552,0.07746478873239426,1576.7142857142858,,,,0.006754198739948869,-0.0028251883477810047,2119.150798628788,,,,-0.06265160026341521,-0.04835361206919264,144772.19571428574,,,,0.0022232247508131575,0.017022188062999488,0.07453116865552069,,,,,,0.0,,,,medium,low,low,low,low,insufficient_history
2026-01-20,3248205.03,1551,2094.2650096711795,137047.6,0.07369330155111065,0.0,-0.09380304103237125,0.019680413654715734,3349727.7714285715,,,,-0.07843137254901966,0.015052356020942348,1580.0,,,,-0.01667989558831795,0.004559427507676128,2120.5087001599736,,,,-0.006465518022581662,-0.08072755332812631,143052.89857142858,,,,-0.0022050346650762664,-0.0013980532716403316,0.07451642988402848,,,,,,0.0,,,,low,low,low,low,low,insufficient_history
2026-01-21,3423823.3,1596,2145.252694235589,139984.85,0.07471325619655346,0.0,0.05406625147674249,0.043915167587795345,3370303.851428571,,,,0.029013539651837617,0.04724409448818889,1590.2857142857142,,,,0.024346338371195486,-0.003178749746992282,2119.5314191340117,,,,0.021432334458976188,-0.026843803970392544,142501.27285714287,,,,0.013840533996640314,-0.004957418985895967,0.074463254138899,,,,,,0.0,,,,low,low,low,low,low,insufficient_history
2026-01-22,3573565.13,1684,2122.069554631829,138306.22,0.07477198656957795,0.0,0.04373526811386563,0.1085628046245053,3420298.6028571427,,,,0.05513784461152893,0.07535121328224781,1607.142857142857,,,,-0.010806717393272325,0.030884413326588644,2128.613616958628,,,,-0.011991511938613364,0.006959649381206301,142637.83142857143,,,,0.0007860770098144787,0.09326511072959298,0.07537449796889077,,,,,,0.0,,,,high,low,low,low,medium,insufficient_history
2026-01-23,3382727.67,1576,2146.4008058375634,145883.83,0.07556161152196447,0.0,-0.05340254145584855,-0.004437048307693869,3418144.8571428573,,,,-0.06413301662707838,0.022712524334847606,1612.142857142857,,,,0.011465812302253298,-0.026546631625733674,2120.2516768265878,,,,0.054788642188326575,0.029354023925572736,143232.13999999998,,,,0.010560438322067878,-0.03836182647506825,0.07494388138309459,,,,,,0.0,,,,low,low,low,low,low,insufficient_history
2026-01-24,3439545.07,1636,2102.41141198044,146358.43,0.07310150839290477,0.0,0.016796326971245668,-0.006088794508133932,3415134.717142857,,,,0.038071065989847774,-0.012673506336753126,1609.142857142857,,,,-0.020494491866330677,0.006669234413216429,2122.2414741928774,,,,0.003253273512218602,-0.06362857926313004,141811.37,,,,-0.032557578901617146,-0.0666129186263017,0.07419859193027266,,,,,,0.0,,,,low,low,low,low,medium,insufficient_history
2026-01-25,3508896.31,1656,2118.8987379227055,155947.96,0.0789859228845219,0.0,0.02016291067236997,0.07845227438275382,3451599.791428571,,,,0.012224938875305513,0.07672301690507144,1626.0,,,,0.007842102572462206,0.0016060374400215238,2122.7268419176703,,,,0.06552085862085288,0.05972273159117947,143066.9057142857,,,,0.08049648524336428,0.071833813535078,0.07495482057914572,,,,,,0.0,,,,medium,low,low,low,medium,insufficient_history
2026-01-26,3509525.05,1626,2158.3794895448955,145548.2,0.07707588196177075,0.0,0.00017918454820331498,-0.020898958545509272,3440898.222857143,,,,-0.018115942028985477,-0.033868092691622054,1617.857142857143,,,,0.018632675038022573,0.013423771689980324,2126.8111005463147,,,,-0.06668737442926465,0.05516007204610429,144153.87,,,,-0.024182042229773715,0.043594537786652454,0.07541478129691484,,,,,,0.0,,,,low,low,low,low,low,insufficient_history
2026-01-27,3238284.82,1528,2119.2963481675392,136462.84,0.07300838086715147,0.0,-0.07728687675273893,-0.003054059059812486,3439481.05,,,,-0.06027060270602702,-0.014829142488716918,1614.5714285714287,,,,-0.018107631937142377,0.011952326176852823,2130.387006045795,,,,-0.06242165825479129,-0.004266838675029749,144070.33285714284,,,,-0.05277268311553973,-0.009294205437167746,0.07531693548492067,,,,,,0.0,,,,low,low,low,low,low,insufficient_history
2026-01-28,3348842.7800000003,1557,2150.8303018625566,138893.97,0.07608655094700079,0.0,0.03414090055241048,-0.021899646515052162,3428769.547142857,3378868.5632142858,127261.7473343094,-0.23593722263933303,0.018979057591623105,-0.024436090225563922,1609.0,1588.607142857143,50.903932239664115,-0.6209175100330412,0.014879445115018264,0.0025999769826441366,2131.1838071353613,2126.7951099360503,34.98844521633529,0.6869465555812927,0.01781532613567194,-0.007792843296971053,143914.49285714285,144263.71107142858,6672.556982931035,-0.8047501258010732,0.042161872969768366,0.018380871352126515,0.0755131204492703,0.07454921715904371,0.0030511455963473993,0.5038546144102255,,,0.0,0.0,0.0,,low,low,low,low,low,insufficient_history
2026-01-29,3372645.05,1602,2105.2715667915104,143119.01,0.07509901461948575,0.0,0.007107610468353842,-0.056223987164325195,3400066.6785714286,3376619.605,126777.25704771791,-0.0313506940641899,0.028901734104046284,-0.04869358669833734,1597.2857142857142,1588.75,50.93687087773269,0.2601259121669428,-0.02118192915154371,-0.00791585167585751,2128.7840945867442,2125.1995459214972,34.91212155016243,-0.5708040143408052,0.03041917514489656,0.0347980734344413,144602.0342857143,144416.25928571427,6592.494596584772,-0.1967766930573294,-0.012979118059943673,0.004373670741026459,0.07555983874211426,0.07476234611781644,0.002861195812151597,0.11766706082801427,,,0.0,0.0,0.0,,medium,low,low,low,low,insufficient_history
2026-01-30,3478404.9,1607,2164.5332296204106,137847.6,0.07741002181611163,0.0,0.031358132395225,0.02828404747107527,3413734.854285714,3378805.5535714286,128024.38809538037,0.7779716654796119,0.003121098626716501,0.019670050761421365,1601.7142857142858,1589.2857142857142,51.05106894288931,0.3469914750287149,0.02814917740955214,0.00844782751363704,2131.374440841437,2125.8442552169854,35.48171292344282,1.0903919573134053,-0.03683235371737137,-0.05508650273303062,143454.00142857144,144408.4342857143,6600.4356264581465,-0.9940001928683135,0.03077280318970055,0.024462293179253525,0.07582389735556386,0.07469149692230315,0.002765215140731902,0.9831151485337744,,,0.0,0.0,0.0,,low,low,low,low,low,insufficient_history
2026-01-31,3441468.61,1594,2159.014184441656,151224.75,0.08038768826854742,0.0,-0.010618743666098274,0.0005592425628544451,3414009.645714286,3377988.5782142854,127530.35143744212,0.49776410925091435,-0.008089607965152457,-0.025672371638141844,1595.7142857142858,1588.5357142857142,50.81300660472314,0.10753714608530694,-0.0025497622781804896,0.026922785967898433,2139.460551193039,2126.341026288929,35.856750157338844,0.9112135932385985,0.09704303883419074,0.033249331794553916,144149.19,144373.6925,6560.357291192934,1.0443116427816084,0.038466162165788687,0.09967208660703708,0.07686478019494139,0.07470770711059535,0.002798218111753569,2.0298564769107923,,,0.0,0.0,0.0,,low,low,low,low,medium,insufficient_history
2026-02-01,3518317.81,1611,2183.9340844196154,148814.26,0.07067537438022167,0.0,0.022330350413976463,0.002685032320034475,3415355.5742857144,3376627.8710714285,125746.84676983656,1.1267872123101166,0.010664993726474226,-0.02717391304347827,1589.2857142857142,1587.107142857143,49.53811797267969,0.4823125730378784,0.011542258572239783,0.03069299411668358,2148.751314978312,2127.406561535463,37.132762790486815,1.5223085662409803,-0.01593978498889892,-0.04574410591841016,143130.09000000003,144159.70464285716,6300.0261519301275,0.7388152437616213,-0.12081842502897044,-0.10521556501213924,0.07567755898004136,0.07458225384110666,0.002899295354200798,-1.347527238031922,,,0.0,0.0,0.0,,low,low,low,low,high,insufficient_history
2026-02-02,3418168.38,1590,2149.791433962264,140775.89,0.07023650803390959,0.0,-0.028465145961330873,-0.026031063662018905,3402304.6214285716,3388954.0539285713,110927.77800538663,0.263363483851718,-0.013035381750465591,-0.022140221402214055,1584.142857142857,1589.75,47.537606945176265,0.00525899421669075,-0.01563355354949958,-0.003978936801536381,2147.5244498950788,2131.789537267813,31.69537936377354,0.567965963992411,-0.05401612721791582,-0.03278851954197992,142448.33142857143,144100.53678571427,6324.57918396277,-0.5256708294750361,-0.006209607662650107,-0.08873559087203764,0.07470050556177547,0.0742759042293268,0.002888721230863083,-1.3983336821359993,,,0.0,0.0,0.0,,low,low,low,low,medium,insufficient_history
2026-02-03,3424603.05,1622,2111.3459001233045,141046.47,0.0754401305817885,0.0,0.0018824906454724122,0.05753608479688954,3428921.5114285713,3393382.7699999996,109738.62867501324,0.284496720771479,0.020125786163522008,0.061518324607329866,1597.5714285714287,1593.0,46.47101844758246,0.6240448556708714,-0.01788337846713839,-0.003751456492202765,2146.388671603045,2130.200276585924,31.55985929935451,-0.5974163662702033,0.001922062080374598,0.033588851001488784,143103.13571428572,143881.3992857143,6320.142671227724,-0.4485546344737159,0.07408714774610736,0.033307815976112654,0.07504789837815219,0.07432411594317419,0.0028967608666489925,0.3852629505815341,,,0.0,0.0,0.0,,medium,low,low,low,low,insufficient_history
2026-02-04,3249777.1,1554,2091.2336550836553,143131.23,0.07956014865346434,0.0,-0.05104998957470408,-0.029582063568836747,3414769.271428571,3391913.417857143,111423.88251378517,-1.2756360185129803,-0.04192355117139335,-0.0019267822736031004,1597.142857142857,1592.7857142857142,46.64234059851553,-0.8315559165345283,-0.009525793494317814,-0.02770866986916276,2137.8748649203453,2129.54564155686,32.18763651188294,-1.1902702597955859,0.014780660586543037,0.030507155926207563,143708.45857142858,143990.6292857143,6278.171080848852,-0.13688688547144381,0.05461308245230456,0.045653241778341735,0.07554412662193269,0.0745379179928023,0.0030558748488823018,1.6434673895427825,,,0.0,0.0,0.0,,low,low,low,low,low,insufficient_history
2026-02-05,3391276.1,1623,2089.510844115835,139476.49,0.07790613097239929,0.0,0.04354114009850085,0.005524165669316572,3417430.8500000006,3394622.5549999997,110412.74452597687,-0.030308593580990882,0.044401544401544424,0.013108614232209659,1600.142857142857,1595.25,46.339028426970145,0.5988472555857257,-0.0008238251921932616,-0.0074863133689185846,2135.6233331095345,2127.9754906043877,33.049626329301645,-1.1638451250642474,-0.02553418984801581,-0.025450986560066502,143188.0985714286,144157.98678571428,6083.271338934675,-0.7695689580294361,-0.020789524769107226,0.037378870643466344,0.07594514324377748,0.0747142180392046,0.003104067676433341,1.028300045591238,,,0.0,0.0,0.0,,low,low,low,low,low,insufficient_history
2026-02-06,3298469.12,1546,2133.550530401035,148736.46,0.07360174569389544,0.0,-0.02736638871721475,-0.051729394700427145,3391725.738571428,3392288.4914285718,111770.37084833553,-0.8393939352306335,-0.047443006777572405,-0.037958929682638476,1591.4285714285713,1593.5357142857142,47.26558699821369,-1.0057150943139823,0.021076553112522767,-0.014313801606459564,2131.197233221052,2128.805761384528,32.880795448655846,0.1443021359965531,0.06639090215132315,0.07899201727124727,144743.65,144483.66464285715,6075.279296066836,0.7000164354412671,-0.05525091831384643,-0.04919616391870807,0.0754011037977466,0.07471714525467624,0.0031029380168949277,-0.35946562732083404,,,0.0,0.0,0.0,,medium,low,low,low,low,insufficient_history
2026-02-07,3416379.43,1581,2160.897805186591,151735.29,0.07271725086236532,0.0,0.03574698010209043,-0.007290253912849098,3388141.5700000003,3388952.695357143,109504.73863543113,0.25046162371262976,0.022639068564036302,-0.008155583437892133,1589.5714285714287,1591.5714285714287,46.573262534084705,-0.22698492646273072,0.01281773006820508,0.0008724448215804426,2131.4663218989,2129.3612776542905,33.29927585090914,0.9470634638872969,0.02016203693432006,0.0033760346768634264,144816.58428571429,144329.37285714288,5820.005587275448,1.2724931328329019,-0.012017307785180509,-0.09541806178774326,0.07430532702543488,0.07480049022668307,0.003012243221152695,-0.6915906888556509,,,0.0,0.0,0.0,,low,low,low,low,medium,insufficient_history
2026-02-08,3367332.21,1550,2172.472393548387,155369.29,0.07152637937978253,0.0,-0.01435649084211943,-0.04291414481399569,3366572.1985714287,3384707.709285714,107887.4946919491,-0.16105202308503366,-0.019607843137254943,-0.0378646803227809,1580.857142857143,1588.892857142857,46.73593215607614,-0.8321831907187209,0.005356379341038053,-0.005248185351836909,2129.8289374887245,2130.329976984315,34.16486190552021,1.2335017387341685,0.02394960328609108,0.044048399662774296,145753.01714285716,144430.86535714284,5990.543836899197,1.8259485183099955,-0.016376739610753366,0.012041039853324165,0.0744268991682293,0.0748534635817508,0.002937598907382367,-1.1325862743232582,,,0.0,0.0,0.0,,low,low,low,low,low,insufficient_history
2026-02-09,3395239.49,1587,2139.407366099559,143917.11000000002,0.07002676936718029,0.0,0.008287652735041728,-0.006707946318314395,3363296.6428571427,3386817.807142857,107479.75919503736,0.07835598925990224,0.023870967741935534,-0.0018867924528301883,1580.4285714285713,1589.7857142857142,46.441007695432184,-0.05998393282039434,-0.01521999890402359,-0.004830267577895175,2128.345499222624,2130.457962073201,34.19290523139519,0.26173277660363514,-0.07370941837991274,0.0223136220271809,146201.76285714286,144394.04,5990.414983508606,-0.07961551934431318,-0.020965831426190018,-0.0029861773114921997,0.07439693650155367,0.07476084800394116,0.0030493753238461656,-1.5524748953466947,,,0.0,0.0,0.0,,low,low,low,low,low,insufficient_history
2026-02-10,3321260.16,1588,2091.4736523929473,139958.95,0.07842688091539932,0.0,-0.021789134527296694,-0.030176603971663107,3348533.372857143,3391665.9264285713,100924.84390066916,-0.6976058986810519,0.000630119722747402,-0.020961775585696674,1575.5714285714287,1591.9285714285713,44.8412248911138,-0.08761070729247313,-0.022405136331750453,-0.009412123200275513,2125.5066066897157,2130.6977461246324,33.88270289104722,-1.157643587579586,-0.02750305366748962,-0.007710366661427215,146046.40285714288,144068.1925,5974.050889635338,-0.6878485931764176,0.1199557201357333,0.03959100164033691,0.07482361512064092,0.07492621971693557,0.0031198804935730733,1.1220497726355478,,,0.0,0.0,0.0,,low,low,low,low,low,insufficient_history
2026-02-11,3592713.78,1668,2153.905143884892,142820.65,0.0744776555117993,0.0,0.08173211580028705,0.10552621593647138,3397524.327142857,3402841.749285714,105308.05969057004,1.8030151848984108,0.05037783375314864,0.07335907335907343,1591.857142857143,1597.0714285714287,45.01927864521418,1.5755155027592045,0.02985047955087272,0.029968668804122522,2134.4596765184638,2130.7624419270455,33.926770220339094,0.6821369027332975,0.020446709553050946,-0.0021698968142732644,146002.0342857143,144031.56464285715,5978.604442023351,-0.20254135469235737,-0.0503555076716633,-0.063882398759743,0.07409754467183163,0.07490451147048341,0.003120845771911917,-0.1367757300043072,,,0.0,0.0,0.0,,high,low,low,low,medium,insufficient_history
2026-02-12,3369475.7600000002,1595,2112.523987460815,134988.77,0.07059567979015177,0.0,-0.06213632191986074,-0.006428358929548628,3394409.992857143,3408051.5310714287,99563.98362376967,-0.3874470432721712,-0.043764988009592276,-0.017252002464571814,1587.857142857143,1598.107142857143,44.60969773799324,-0.06965173526599788,-0.019212153581396718,0.011013651070434172,2137.747268424889,2132.692078269949,31.081359835358366,-0.6488805803853711,-0.054837168154605154,-0.03217545838728808,145360.93142857144,143947.22392857145,6091.93150779409,-1.4705440987164584,-0.052122689617055906,-0.09383666074801578,0.07305319450293914,0.07498316861443041,0.002975006831778539,-1.474782772735914,,,0.0,0.0,0.0,,low,low,low,low,medium,insufficient_history
2026-02-13,3340141.74,1551,2153.5407736943907,135966.35,0.07726070861977789,0.0,-0.008705811256526141,0.012633927583957538,3400363.2242857143,3405992.1685714284,100376.81281096861,-0.6560322720690371,-0.02758620689655178,0.0032341526520052177,1588.5714285714287,1598.4642857142858,44.17346458616258,-1.074497691293928,0.019416009700735426,0.00936947262720711,2140.603017466797,2130.8565920889682,28.02430148261735,0.8094468159890743,0.007241935755100348,-0.08585729416983556,143536.63,143741.60535714283,6264.480531978444,-1.2411652199176446,0.09441128479020477,0.049712991062736966,0.07357590349235091,0.07493619650718898,0.0029261620996595037,0.794389385625423,,,0.0,0.0,0.0,,low,low,low,low,low,insufficient_history
2026-02-14,3316114.69,1561,2124.3527802690583,152748.69,0.07298468987153044,0.0,-0.007193422276744577,-0.029348244846445604,3386039.6900000004,3400831.4057142856,101175.87882877476,-0.8373212735582575,0.006447453255963964,-0.012650221378874171,1585.7142857142858,1595.0357142857142,43.17619555303421,-0.7882981316384731,-0.013553490039225347,-0.016911963550436004,2135.382299621436,2132.137661726563,26.809044751477234,-0.29038264994785246,0.12343009869721433,0.006678736370425042,143681.40142857144,143614.63642857142,6032.158532162625,1.5142263789532526,-0.055345321375331546,0.0036777931782832063,0.07361410906508879,0.07474570205393441,0.0028709113580974027,-0.6133983125034634,,,0.0,0.0,0.0,,low,low,low,low,low,insufficient_history
2026-02-15,3593309.05,1678,2141.423748510131,150714.45,0.07403412070247051,0.0,0.08359010043769022,0.06710856722984282,3418322.095714286,3412962.415,103216.62328653802,1.747263466460653,0.07495195387572062,0.08258064516129027,1604.0,1600.0357142857142,44.41511433006073,1.7553548356289725,0.008035844328506903,-0.014291847910455124,2130.946778901685,2133.063468321598,26.660437341463382,0.3135837601407566,-0.013317561021308877,-0.029959845990156664,143016.42428571428,143741.60928571428,6145.878531684606,1.1345555689618312,0.014378780437202643,0.03506036995627393,0.0739723578254728,0.07475790913822229,0.0028669904955670083,-0.25245581974231146,,,0.0,0.0,0.0,,medium,medium,low,low,low,insufficient_history
2026-02-16,3510831.34,1579,2223.452400253325,134395.13,0.07927925316015308,0.0,-0.022953135634130928,0.034045271427966206,3434835.217142857,3410333.676071428,99560.28585695215,1.0094151805968727,-0.05899880810488678,-0.00504095778197855,1602.857142857143,1596.3214285714287,41.471144427249754,-0.41767423616231697,0.038305660801727814,0.039284259503598706,2142.9532123522226,2136.40856550406,31.644530997341864,2.7506754565765776,-0.10827973031119453,-0.06616294615699281,141656.14142857143,143615.0264285714,6304.2671954009875,-1.462485034786817,0.07084750123205752,0.13212781164383092,0.0752941412244689,0.07495159114617822,0.002984584902661764,1.4500046589779667,,,0.0,0.0,0.0,,low,low,low,low,high,insufficient_history
2026-02-17,3399709.05,1574,2159.916804320203,138905.72,0.07789133467581574,0.0,-0.031651275506729415,0.023620218296900752,3446042.2014285713,3415744.5339285717,94406.1717464183,-0.16985630951802994,-0.0031665611146295403,-0.008816120906801062,1600.857142857143,1597.142857142857,40.761923305143235,-0.5677567510642219,-0.02857519950770393,0.03272484539738141,2152.730805484688,2138.753272455811,30.827948484629268,0.6865047109749836,0.03356215362863213,-0.007525277947569742,141505.68,143681.38785714286,6242.047863046089,-0.7650803008761873,-0.017506704831509734,-0.0068286056175212995,0.0752176346188141,0.07510152090063198,0.0030242143721274555,0.9224920696416127,,,0.0,0.0,0.0,,low,low,low,low,low,insufficient_history
