date,kpi,value,z_score,wow_change_pct,materiality,direction
2026-02-27,units_sold,1478.0,-2.72224219240164,-0.0721908349026992,low,decrease
2026-02-28,units_sold,1471.0,-2.45018212267729,-0.0857675574891236,medium,decrease
2026-03-01,units_sold,1686.0,2.1576439822369453,0.0610446821900565,low,increase
2026-03-05,units_sold,1709.0,2.344065163045626,0.085079365079365,medium,increase
2026-03-30,units_sold,1389.0,-2.192803312167764,-0.0595802301963439,low,decrease
2026-04-06,units_sold,1288.0,-2.7686071891978146,-0.0727141828653707,low,decrease
2026-04-07,units_sold,1307.0,-2.221486043289178,-0.0955017301038062,medium,decrease
2026-04-11,units_sold,1287.0,-1.7434117263302078,-0.1849271690943635,high,decrease
2026-04-12,units_sold,1220.0,-2.1442493508856715,-0.1812080536912751,high,decrease
2026-04-15,units_sold,1526.0,0.9476004800727008,0.1666666666666667,high,increase
2026-04-18,units_sold,1515.0,0.8774417098311585,0.1771561771561771,high,increase
2026-05-06,units_sold,1231.0,-2.104143662678844,-0.0988286969253294,medium,decrease
2026-05-12,units_sold,1253.0,-2.080705100244726,-0.0578947368421052,low,decrease
2026-05-14,units_sold,1195.0,-2.478599775112854,-0.0750773993808049,low,decrease
2026-05-20,units_sold,1565.0,2.333612925507992,0.1758076634109691,high,increase
2026-05-21,units_sold,1672.0,2.95210796767103,0.399163179916318,high,increase
2026-05-22,units_sold,1560.0,1.6461637567232512,0.188118811881188,high,increase
2026-05-23,units_sold,1765.0,2.9494484885310035,0.2883211678832116,high,increase
2026-05-24,units_sold,1773.0,2.54663942945446,0.2792207792207792,high,increase
2026-05-26,units_sold,1634.0,1.3792301989407787,0.2166790766939688,high,increase
2026-06-20,units_sold,1767.0,2.182732076135804,0.0860479409956975,medium,increase
2026-02-16,average_selling_price,2223.452400253325,2.7506754565765776,0.0392842595035987,low,increase
2026-03-01,average_selling_price,2020.4183036773427,-3.047419618674762,-0.049268790098517,low,decrease
2026-03-02,average_selling_price,1917.62935546875,-3.797594688700836,-0.107747110709524,high,decrease
2026-03-03,average_selling_price,1879.9656202046035,-3.308591906213824,-0.1262557107922384,high,decrease
2026-03-04,average_selling_price,1941.369950310559,-2.149987133250902,-0.0835561647227609,medium,decrease
2026-03-05,average_selling_price,1934.808946752487,-1.9936891352423485,-0.1071768089656919,high,decrease
2026-03-06,average_selling_price,1910.9921908349029,-2.0099153502657527,-0.091666950270916,medium,decrease
2026-03-07,average_selling_price,1894.491348175634,-1.9472863564138876,-0.1158231757106136,high,decrease
2026-03-18,average_selling_price,2321.8482991396427,2.6096571400979625,0.2184357570639059,high,increase
2026-03-19,average_selling_price,2406.8632321187583,2.7597724524978937,0.2151907014276535,high,increase
2026-03-20,average_selling_price,2427.989543930248,2.497573206801221,0.2753850840852541,high,increase
2026-03-21,average_selling_price,2375.5333243787777,1.9523335180622177,0.2382499704655143,high,increase
2026-03-22,average_selling_price,2361.379454177897,1.7186291889117933,0.2201504675308268,high,increase
2026-03-23,average_selling_price,2456.779478672986,2.024497523518147,0.2573723949288491,high,increase
2026-03-24,average_selling_price,2439.5203129346314,1.771026464223472,0.2742419480289351,high,increase
2026-04-19,average_selling_price,2261.17659317212,-2.809513300726361,-0.0692233722107409,medium,decrease
2026-04-22,average_selling_price,2275.507359467456,-2.217893786653756,-0.0631456141911153,medium,decrease
2026-05-20,average_selling_price,2517.443054313099,3.051476920578465,0.0470935909600309,low,increase
2026-05-21,average_selling_price,2576.0565968899523,3.314406564283129,0.1139367454511919,high,increase
2026-05-22,average_selling_price,2573.553814102564,2.679190162046208,0.0801134633513651,medium,increase
2026-05-23,average_selling_price,2555.77573937677,2.1070689040498816,0.0555286801285006,medium,increase
2026-05-25,average_selling_price,2600.0175939849623,2.192471557598386,0.1147024138679639,high,increase
2026-06-15,average_selling_price,2291.9080785758133,-3.615829421265699,-0.0751740933529531,medium,decrease
2026-06-16,average_selling_price,2304.571762917933,-2.9853602016260763,-0.1039104330915144,high,decrease
2026-06-17,average_selling_price,2304.5891585575278,-2.508082349476424,-0.0994528664160705,medium,decrease
2026-03-01,marketing_spend,175153.79,3.4773279217251174,0.162335195352034,medium,increase
2026-03-02,marketing_spend,166127.47,2.1362386121012595,0.1278985713632967,medium,increase
2026-03-06,marketing_spend,162358.15,1.3540073657892169,0.2107043260950991,high,increase
2026-04-12,marketing_spend,181949.98,2.353353167346868,0.0488347182718384,low,increase
2026-04-18,marketing_spend,181216.32,2.1492320248978074,0.0322841724928222,low,increase
2026-05-01,marketing_spend,114482.01,-3.878594655637391,-0.3085766695469426,high,decrease
2026-05-02,marketing_spend,125928.92,-2.529127840838366,-0.2981578058863847,high,decrease
2026-05-03,marketing_spend,124612.76,-2.263987863174316,-0.276218955383061,high,decrease
2026-05-04,marketing_spend,112590.73,-2.5308227546765205,-0.3212311830365203,high,decrease
2026-05-05,marketing_spend,111565.43,-2.2357833878568605,-0.3465738232854035,high,decrease
2026-05-06,marketing_spend,110106.47,-2.0367238780840737,-0.3120546190287381,high,decrease
2026-05-07,marketing_spend,116479.99,-1.597229553543419,-0.2837657323440674,high,decrease
2026-06-15,marketing_spend,136434.63,3.2253519517182045,0.2335909624241756,high,increase
2026-06-16,marketing_spend,139720.41,2.957698352938248,0.2816946977697183,high,increase
2026-06-17,marketing_spend,136493.92,2.213446974437491,0.219574134334078,high,increase
2026-06-19,marketing_spend,139248.51,2.055818176350662,0.2348709836444578,high,increase
2026-06-20,marketing_spend,146100.38999999998,2.403046091307747,0.2141624819309666,high,increase
2026-06-21,marketing_spend,144682.25,2.0103723404822,0.1711596307520948,medium,increase
2026-01-31,conversion_rate,0.0803876882685474,2.0298564769107923,0.099672086607037,medium,increase
2026-02-01,conversion_rate,0.0706753743802216,-1.347527238031922,-0.1052155650121392,high,decrease
2026-02-16,conversion_rate,0.079279253160153,1.4500046589779667,0.1321278116438309,high,increase
2026-02-19,conversion_rate,0.0793977118756303,1.2753461123085716,0.1246823050878318,high,increase
2026-03-24,conversion_rate,0.0708360841535173,-2.032748497065168,-0.0342509596674903,low,decrease
2026-04-03,conversion_rate,0.069000484917793,-2.194554627160626,-0.0839459677292245,medium,decrease
2026-04-05,conversion_rate,0.0675605975713844,-2.4019768686927727,-0.1084062873766773,high,decrease
2026-04-10,conversion_rate,0.0798932630995287,1.943928476720874,0.1578652410155279,high,increase
2026-04-28,conversion_rate,0.0716172120011681,-0.8332419485156216,-0.105815543958443,high,decrease
2026-05-10,conversion_rate,0.0811432070956524,2.0592489105889804,0.0706032749124472,medium,increase
2026-06-20,conversion_rate,0.082743569411817,2.207798732643182,0.0191291357176526,low,increase
2026-06-27,conversion_rate,0.0741465776190762,-0.7486621959568248,-0.1038992136047854,high,decrease
2026-02-21,stockout_rate,0.0048611111111111,5.102520385624567,,insufficient_history,increase
2026-02-22,stockout_rate,0.00625,3.9838198589661418,,insufficient_history,increase
2026-02-23,stockout_rate,0.0076388888888888,3.4767493500590603,,insufficient_history,increase
2026-02-24,stockout_rate,0.0055555555555555,2.129613452300956,,insufficient_history,increase
2026-02-26,stockout_rate,0.0163194444444444,3.9805429421160152,,insufficient_history,increase
2026-02-27,stockout_rate,0.0215277777777777,3.64285575851211,,insufficient_history,increase
2026-02-28,stockout_rate,0.0371527777777777,3.9874030687853135,6.642857142857142,high,increase
2026-03-01,stockout_rate,0.0368055555555555,3.0495607944762817,4.888888888888888,high,increase
2026-03-02,stockout_rate,0.0378472222222222,2.607460132046593,3.954545454545454,high,increase
2026-03-03,stockout_rate,0.0284722222222222,1.6601354116837106,4.125,high,increase
2026-03-04,stockout_rate,0.0302083333333333,1.632630310549693,5.214285714285714,high,increase
2026-03-05,stockout_rate,0.0364583333333333,1.87839437618077,1.2340425531914891,high,increase
2026-03-06,stockout_rate,0.0409722222222222,1.9518875707518983,0.903225806451613,high,increase
2026-03-08,stockout_rate,0.0298611111111111,1.0091347874970849,-0.1886792452830188,high,increase
2026-03-09,stockout_rate,0.0340277777777777,1.1777223897972091,-0.1009174311926606,high,increase
2026-03-10,stockout_rate,0.0416666666666666,1.5113638209360638,0.4634146341463414,high,increase
2026-03-11,stockout_rate,0.0413194444444444,1.3760321190494331,0.367816091954023,high,increase
2026-03-12,stockout_rate,0.0524305555555555,1.8296438888412283,0.4380952380952381,high,increase
2026-03-13,stockout_rate,0.0482638888888888,1.471162066822814,0.1779661016949152,high,increase
2026-03-14,stockout_rate,0.0715277777777777,2.3730077687335247,0.8558558558558556,high,increase
2026-03-15,stockout_rate,0.0479166666666666,1.1126772991262917,0.6046511627906976,high,increase
2026-03-16,stockout_rate,0.0559027777777777,1.4041767752145506,0.642857142857143,high,increase
2026-03-17,stockout_rate,0.0513888888888888,1.1032447870913002,0.2333333333333334,high,increase
2026-03-19,stockout_rate,0.0628472222222222,1.5593199000668805,0.1986754966887416,high,increase
2026-03-20,stockout_rate,0.0642361111111111,1.5355162975846433,0.3309352517985608,high,increase
2026-03-22,stockout_rate,0.0729166666666666,1.7158050679592998,0.5217391304347827,high,increase
2026-03-23,stockout_rate,0.0520833333333333,0.562708502538354,-0.0683229813664596,high,increase
2026-03-24,stockout_rate,0.0572916666666666,0.8073095110411175,0.1148648648648649,high,increase
2026-03-25,stockout_rate,0.0590277777777777,0.8814777851401993,0.4049586776859502,high,increase
2026-03-26,stockout_rate,0.078125,1.9975502822353584,0.2430939226519337,high,increase
2026-03-27,stockout_rate,0.0746527777777777,1.653756941421421,0.1621621621621622,high,increase
2026-03-28,stockout_rate,0.08125,1.8758546588212712,0.1196172248803826,high,increase
2026-03-29,stockout_rate,0.0642361111111111,0.7474449928433234,-0.1190476190476191,high,increase
2026-03-30,stockout_rate,0.0784722222222222,1.5119542401449255,0.5066666666666666,high,increase
2026-03-31,stockout_rate,0.0899305555555555,2.0097674389214952,0.5696969696969698,high,increase
2026-04-01,stockout_rate,0.08125,1.3979970884895765,0.3764705882352941,high,increase
2026-04-03,stockout_rate,0.0791666666666666,1.123595673529212,0.0604651162790697,high,increase
2026-04-04,stockout_rate,0.0934027777777777,1.81075712944471,0.1495726495726494,high,increase
2026-04-05,stockout_rate,0.0920138888888889,1.6351936674399212,0.4324324324324327,high,increase
2026-04-06,stockout_rate,0.1309027777777777,3.1685746809634368,0.668141592920354,high,increase
2026-04-07,stockout_rate,0.1190972222222222,2.2599383020000983,0.3243243243243243,high,increase
2026-04-08,stockout_rate,0.1225694444444444,2.1553298413090203,0.5085470085470085,high,increase
2026-04-09,stockout_rate,0.1034722222222222,1.2139444813128242,0.3732718894009217,high,increase
2026-04-10,stockout_rate,0.1253472222222222,1.951528159031802,0.5833333333333335,high,increase
2026-04-11,stockout_rate,0.1274305555555555,1.8283226191502653,0.3643122676579924,high,increase
2026-04-12,stockout_rate,0.1451388888888889,2.216586006367038,0.5773584905660378,high,increase
2026-04-13,stockout_rate,0.0947916666666666,0.3470042688489088,-0.2758620689655173,high,increase
2026-04-14,stockout_rate,0.1079861111111111,0.7744742695693476,-0.0932944606413993,high,increase
2026-04-17,stockout_rate,0.0982638888888888,0.2008522578214662,-0.2160664819944598,high,increase
2026-04-18,stockout_rate,0.1118055555555555,0.6867227937525036,-0.1226158038147138,high,increase
2026-04-19,stockout_rate,0.0996527777777777,0.1653289030719939,-0.3133971291866029,high,increase
2026-04-20,stockout_rate,0.1204861111111111,0.9531946638958896,0.2710622710622712,high,increase
2026-04-21,stockout_rate,0.0961805555555555,-0.145297204617001,-0.1093247588424437,high,decrease
2026-04-22,stockout_rate,0.1010416666666666,0.0065797610761948,-0.217741935483871,high,increase
2026-04-23,stockout_rate,0.1305555555555555,1.3250032732145316,0.2533333333333334,high,increase
2026-04-24,stockout_rate,0.1211805555555555,0.8169926191496627,0.2332155477031803,high,increase
2026-04-26,stockout_rate,0.1267361111111111,1.0019289075562938,0.2717770034843203,high,increase
2026-04-27,stockout_rate,0.13125,1.1686172974249112,0.0893371757925072,high,increase
2026-04-28,stockout_rate,0.1322916666666666,1.1401329444538466,0.3754512635379061,high,increase
2026-04-29,stockout_rate,0.0930555555555555,-1.0524476787777342,-0.0790378006872851,high,decrease
2026-04-30,stockout_rate,0.1180555555555555,0.2919384439514936,-0.0957446808510639,high,increase
2026-05-01,stockout_rate,0.1756944444444444,3.129729444811376,0.4498567335243553,high,increase
2026-05-02,stockout_rate,0.1642361111111111,2.216480550265883,0.403560830860534,high,increase
2026-05-03,stockout_rate,0.1739583333333333,2.34810886861414,0.3726027397260274,high,increase
2026-05-04,stockout_rate,0.1458333333333333,1.0295734034081323,0.1111111111111111,high,increase
2026-05-05,stockout_rate,0.2253472222222222,3.3348949751244885,0.7034120734908136,high,increase
2026-05-06,stockout_rate,0.1798611111111111,1.6396148892897913,0.9328358208955224,high,increase
2026-05-07,stockout_rate,0.1850694444444444,1.642240195203892,0.5676470588235296,high,increase
2026-05-09,stockout_rate,0.1833333333333333,1.3769037345278898,0.1162790697674418,high,increase
2026-05-10,stockout_rate,0.1975694444444444,1.641567811224217,0.1357285429141717,high,increase
2026-05-11,stockout_rate,0.2090277777777777,1.7728905502114058,0.4333333333333333,high,increase
2026-05-12,stockout_rate,0.1795138888888889,0.932319006028559,-0.2033898305084746,high,increase
2026-05-13,stockout_rate,0.2243055555555555,1.8763991491498648,0.247104247104247,high,increase
2026-05-14,stockout_rate,0.2305555555555555,1.8298865281150865,0.2457786116322702,high,increase
2026-05-16,stockout_rate,0.2347222222222222,1.7282526818455632,0.2803030303030303,high,increase
2026-05-17,stockout_rate,0.2184027777777777,1.2651755648860736,0.1054481546572936,high,increase
2026-05-18,stockout_rate,0.1815972222222222,0.3775072784844697,-0.1312292358803987,high,increase
2026-05-19,stockout_rate,0.2180555555555555,1.1552449834311944,0.2147001934235977,high,increase
2026-05-21,stockout_rate,0.1993055555555555,0.5688000116940929,-0.1355421686746988,high,increase
2026-05-22,stockout_rate,0.2149305555555555,0.8952177199111957,0.1996124031007753,high,increase
2026-05-23,stockout_rate,0.1805555555555555,-0.0426998892102091,-0.2307692307692307,high,decrease
2026-05-25,stockout_rate,0.2083333333333333,0.5940194918117009,0.147227533460803,high,increase
2026-05-27,stockout_rate,0.2611111111111111,2.174510683580123,0.175,high,increase
2026-05-29,stockout_rate,0.24375,1.5744222542381998,0.1340872374798061,high,increase
2026-05-30,stockout_rate,0.2350694444444444,1.1657890273418303,0.3019230769230769,high,increase
2026-05-31,stockout_rate,0.2371527777777777,1.1608957696478486,0.1345514950166111,high,increase
2026-06-01,stockout_rate,0.2503472222222222,1.633342763271708,0.2016666666666666,high,increase
2026-06-02,stockout_rate,0.2375,1.0673409509988854,0.1343283582089551,high,increase
2026-06-04,stockout_rate,0.2451388888888888,1.1665972930841488,0.1611842105263157,high,increase
2026-06-06,stockout_rate,0.2510416666666666,1.2191806390916031,0.06794682422452,high,increase
2026-06-08,stockout_rate,0.271875,1.8050731764558452,0.0859916782246879,high,increase
2026-06-09,stockout_rate,0.3017361111111111,2.5710760721700407,0.2704678362573098,high,increase
2026-06-10,stockout_rate,0.2739583333333333,1.455721541538436,0.0852819807427787,high,increase
2026-06-11,stockout_rate,0.2791666666666667,1.5044498305244496,0.1388101983002834,high,increase
2026-06-12,stockout_rate,0.2725694444444444,1.2208183490143096,0.0680272108843538,high,increase
2026-06-13,stockout_rate,0.2944444444444444,1.7707891306015295,0.1728907330567082,high,increase
2026-06-15,stockout_rate,0.2902777777777778,1.5138350485373155,0.0676883780332058,high,increase
2026-06-19,stockout_rate,0.2381944444444444,-0.4652469008471161,-0.1261146496815286,high,decrease
2026-06-20,stockout_rate,0.246875,-0.2919695106781192,-0.1615566037735849,high,decrease
2026-06-21,stockout_rate,0.2736111111111111,0.63157116443744,0.0677506775067753,high,increase
2026-06-22,stockout_rate,0.2611111111111111,0.0850061217735735,-0.1004784688995215,high,increase
2026-06-23,stockout_rate,0.2635416666666667,0.1151813607851449,-0.1414027149321267,high,increase
2026-06-26,stockout_rate,0.2697916666666666,0.2060450919802475,0.1326530612244898,high,increase
2026-06-27,stockout_rate,0.2770833333333333,0.5078065692613608,0.1223628691983123,high,increase
2026-06-29,stockout_rate,0.2440972222222222,-1.2357811068412865,-0.0651595744680851,high,decrease
2026-06-30,stockout_rate,0.2826388888888889,0.7236195090449362,0.0724637681159419,high,increase
